c_site,state,year,age,race,sex,inci,pop
Brain and Other Nervous System,Ohio,2012.0,55-64 years,White,female,69,682435.0
Brain and Other Nervous System,Ohio,2012.0,65-74 years,White,female,66,438972.0
Brain and Other Nervous System,Ohio,2012.0,75-84 years,White,female,55,278347.0
Brain and Other Nervous System,Ohio,2012.0,85+ years,White,female,23,151894.0
Brain and Other Nervous System,Ohio,2013.0,10-14 years,White,female,18,289520.0
Brain and Other Nervous System,Ohio,2013.0,45-54 years,White,female,50,702919.0
Brain and Other Nervous System,Ohio,2013.0,55-64 years,White,female,80,691366.0
Brain and Other Nervous System,Ohio,2013.0,65-74 years,White,female,72,456038.0
Brain and Other Nervous System,Ohio,2013.0,75-84 years,White,female,55,277487.0
Brain and Other Nervous System,Ohio,2013.0,85+ years,White,female,29,153421.0
Brain and Other Nervous System,Ohio,2013.0,< 5 years,White,female,16,249963.0
Brain and Other Nervous System,Ohio,2014.0,30-34 years,White,female,16,288645.0
Brain and Other Nervous System,Ohio,2014.0,45-54 years,White,female,37,686796.0
Brain and Other Nervous System,Ohio,2014.0,55-64 years,White,female,59,699327.0
Brain and Other Nervous System,Ohio,2014.0,65-74 years,White,female,82,473939.0
Brain and Other Nervous System,Ohio,2014.0,75-84 years,White,female,52,277875.0
Brain and Other Nervous System,Ohio,2014.0,85+ years,White,female,22,154108.0
Brain and Other Nervous System,Ohio,2015.0,45-54 years,White,female,26,671917.0
Brain and Other Nervous System,Ohio,2015.0,55-64 years,White,female,73,706423.0
Brain and Other Nervous System,Ohio,2015.0,65-74 years,White,female,91,489457.0
Brain and Other Nervous System,Ohio,2015.0,75-84 years,White,female,30,275704.0
Brain and Other Nervous System,Ohio,2015.0,85+ years,White,female,20,157147.0
Brain and Other Nervous System,Ohio,2016.0,45-54 years,White,female,48,658692.0
Brain and Other Nervous System,Ohio,2016.0,55-64 years,White,female,67,712432.0
Brain and Other Nervous System,Ohio,2016.0,65-74 years,White,female,89,505585.0
Brain and Other Nervous System,Ohio,2016.0,75-84 years,White,female,62,281528.0
Brain and Other Nervous System,Ohio,2016.0,85+ years,White,female,24,151823.0
Brain and Other Nervous System,Oklahoma,2015.0,65-74 years,White,female,22,147088.0
Brain and Other Nervous System,Oklahoma,2016.0,65-74 years,White,female,16,150831.0
Brain and Other Nervous System,Oregon,2012.0,55-64 years,White,female,21,251051.0
Brain and Other Nervous System,Oregon,2013.0,55-64 years,White,female,20,253162.0
Brain and Other Nervous System,Oregon,2013.0,75-84 years,White,female,22,89269.0
Brain and Other Nervous System,Oregon,2014.0,45-54 years,White,female,18,222666.0
Brain and Other Nervous System,Oregon,2014.0,85+ years,White,female,19,51779.0
Brain and Other Nervous System,Oregon,2015.0,65-74 years,White,female,16,191776.0
Brain and Other Nervous System,Oregon,2016.0,65-74 years,White,female,24,201394.0
Brain and Other Nervous System,Pennsylvania,2012.0,35-44 years,White,female,18,624792.0
Brain and Other Nervous System,Pennsylvania,2012.0,45-54 years,White,female,46,804753.0
Brain and Other Nervous System,Pennsylvania,2012.0,55-64 years,White,female,84,763801.0
Brain and Other Nervous System,Pennsylvania,2012.0,65-74 years,White,female,78,507268.0
Brain and Other Nervous System,Pennsylvania,2012.0,75-84 years,White,female,80,351615.0
Brain and Other Nervous System,Pennsylvania,2012.0,85+ years,White,female,37,201692.0
Brain and Other Nervous System,Pennsylvania,2013.0,45-54 years,White,female,47,784483.0
Brain and Other Nervous System,Pennsylvania,2013.0,55-64 years,White,female,97,775401.0
Brain and Other Nervous System,Pennsylvania,2013.0,65-74 years,White,female,95,526813.0
Brain and Other Nervous System,Pennsylvania,2013.0,75-84 years,White,female,71,350436.0
Brain and Other Nervous System,Pennsylvania,2013.0,85+ years,White,female,44,200350.0
Brain and Other Nervous System,Pennsylvania,2014.0,45-54 years,White,female,49,765070.0
Brain and Other Nervous System,Pennsylvania,2014.0,55-64 years,White,female,91,785942.0
Brain and Other Nervous System,Pennsylvania,2014.0,65-74 years,White,female,85,545599.0
Brain and Other Nervous System,Pennsylvania,2014.0,75-84 years,White,female,53,342104.0
Brain and Other Nervous System,Pennsylvania,2014.0,85+ years,White,female,44,204755.0
Brain and Other Nervous System,Pennsylvania,2015.0,45-54 years,White,female,45,748031.0
Brain and Other Nervous System,Pennsylvania,2015.0,55-64 years,White,female,98,795306.0
Brain and Other Nervous System,Pennsylvania,2015.0,65-74 years,White,female,90,563785.0
Brain and Other Nervous System,Pennsylvania,2015.0,75-84 years,White,female,75,344922.0
Brain and Other Nervous System,Pennsylvania,2015.0,85+ years,White,female,37,199175.0
Brain and Other Nervous System,Pennsylvania,2016.0,35-44 years,White,female,17,583018.0
Brain and Other Nervous System,Pennsylvania,2016.0,45-54 years,White,female,32,726396.0
Brain and Other Nervous System,Pennsylvania,2016.0,55-64 years,White,female,70,799883.0
Brain and Other Nervous System,Pennsylvania,2016.0,65-74 years,White,female,98,580207.0
Brain and Other Nervous System,Pennsylvania,2016.0,75-84 years,White,female,69,338084.0
Brain and Other Nervous System,Pennsylvania,2016.0,85+ years,White,female,30,204830.0
Brain and Other Nervous System,South Carolina,2012.0,55-64 years,White,female,16,229438.0
Brain and Other Nervous System,South Carolina,2013.0,65-74 years,White,female,32,178818.0
Brain and Other Nervous System,South Carolina,2014.0,55-64 years,White,female,17,235796.0
Brain and Other Nervous System,South Carolina,2014.0,65-74 years,White,female,16,189376.0
Brain and Other Nervous System,South Carolina,2015.0,55-64 years,White,female,34,240567.0
Brain and Other Nervous System,South Carolina,2015.0,75-84 years,White,female,17,96422.0
Brain and Other Nervous System,South Carolina,2016.0,55-64 years,White,female,16,245197.0
Brain and Other Nervous System,South Carolina,2016.0,65-74 years,White,female,19,207328.0
Brain and Other Nervous System,Tennessee,2012.0,55-64 years,White,female,49,354061.0
Brain and Other Nervous System,Tennessee,2012.0,75-84 years,White,female,16,145877.0
Brain and Other Nervous System,Tennessee,2012.0,85+ years,White,female,16,61457.0
Brain and Other Nervous System,Tennessee,2013.0,55-64 years,White,female,39,355924.0
Brain and Other Nervous System,Tennessee,2013.0,65-74 years,White,female,20,256543.0
Brain and Other Nervous System,Tennessee,2013.0,85+ years,White,female,21,63105.0
Brain and Other Nervous System,Tennessee,2014.0,55-64 years,White,female,16,359554.0
Brain and Other Nervous System,Tennessee,2014.0,65-74 years,White,female,41,268444.0
Brain and Other Nervous System,Tennessee,2014.0,75-84 years,White,female,22,146301.0
Brain and Other Nervous System,Tennessee,2015.0,55-64 years,White,female,32,364471.0
Brain and Other Nervous System,Tennessee,2015.0,65-74 years,White,female,43,275723.0
Brain and Other Nervous System,Tennessee,2016.0,55-64 years,White,female,50,367089.0
Brain and Other Nervous System,Tennessee,2016.0,65-74 years,White,female,41,285490.0
Brain and Other Nervous System,Tennessee,2016.0,75-84 years,White,female,16,154652.0
Brain and Other Nervous System,Texas,2012.0,20-24 years,White,female,19,673922.0
Brain and Other Nervous System,Texas,2012.0,25-29 years,White,female,22,677125.0
Brain and Other Nervous System,Texas,2012.0,30-34 years,White,female,22,670561.0
Brain and Other Nervous System,Texas,2012.0,35-44 years,White,female,53,1293435.0
Brain and Other Nervous System,Texas,2012.0,45-54 years,White,female,68,1308524.0
Brain and Other Nervous System,Texas,2012.0,5-9 years,White,female,31,689659.0
Brain and Other Nervous System,Texas,2012.0,55-64 years,White,female,110,1136152.0
Brain and Other Nervous System,Texas,2012.0,65-74 years,White,female,116,720079.0
Brain and Other Nervous System,Texas,2012.0,75-84 years,White,female,83,419125.0
Brain and Other Nervous System,Texas,2012.0,85+ years,White,female,35,189834.0
Brain and Other Nervous System,Texas,2012.0,< 5 years,White,female,36,682208.0
Brain and Other Nervous System,Texas,2013.0,10-14 years,White,female,25,708043.0
Brain and Other Nervous System,Texas,2013.0,15-19 years,White,female,18,673880.0
Brain and Other Nervous System,Texas,2013.0,20-24 years,White,female,23,683880.0
Brain and Other Nervous System,Texas,2013.0,25-29 years,White,female,21,675862.0
Brain and Other Nervous System,Texas,2013.0,30-34 years,White,female,23,683326.0
Brain and Other Nervous System,Texas,2013.0,35-44 years,White,female,53,1305488.0
Brain and Other Nervous System,Texas,2013.0,45-54 years,White,female,74,1301184.0
Brain and Other Nervous System,Texas,2013.0,5-9 years,White,female,29,704847.0
Brain and Other Nervous System,Texas,2013.0,55-64 years,White,female,124,1159652.0
Brain and Other Nervous System,Texas,2013.0,65-74 years,White,female,112,757982.0
Brain and Other Nervous System,Texas,2013.0,75-84 years,White,female,96,429515.0
Brain and Other Nervous System,Texas,2013.0,85+ years,White,female,32,196249.0
Brain and Other Nervous System,Texas,2013.0,< 5 years,White,female,30,678734.0
Brain and Other Nervous System,Texas,2014.0,10-14 years,White,female,26,708063.0
Brain and Other Nervous System,Texas,2014.0,20-24 years,White,female,17,693036.0
Brain and Other Nervous System,Texas,2014.0,25-29 years,White,female,19,697315.0
Brain and Other Nervous System,Texas,2014.0,30-34 years,White,female,25,702480.0
Brain and Other Nervous System,Texas,2014.0,35-44 years,White,female,30,1337958.0
Brain and Other Nervous System,Texas,2014.0,45-54 years,White,female,73,1314601.0
Brain and Other Nervous System,Texas,2014.0,5-9 years,White,female,30,719000.0
Brain and Other Nervous System,Texas,2014.0,55-64 years,White,female,115,1197778.0
Brain and Other Nervous System,Texas,2014.0,65-74 years,White,female,134,797148.0
Brain and Other Nervous System,Texas,2014.0,75-84 years,White,female,70,443523.0
Brain and Other Nervous System,Texas,2014.0,85+ years,White,female,38,194305.0
Brain and Other Nervous System,Texas,2014.0,< 5 years,White,female,31,684219.0
Brain and Other Nervous System,Texas,2015.0,15-19 years,White,female,18,698045.0
Brain and Other Nervous System,Texas,2015.0,25-29 years,White,female,19,711499.0
Brain and Other Nervous System,Texas,2015.0,30-34 years,White,female,27,715521.0
Brain and Other Nervous System,Texas,2015.0,35-44 years,White,female,64,1346776.0
Brain and Other Nervous System,Texas,2015.0,45-54 years,White,female,78,1326172.0
Brain and Other Nervous System,Texas,2015.0,5-9 years,White,female,37,733282.0
Brain and Other Nervous System,Texas,2015.0,55-64 years,White,female,137,1221773.0
Brain and Other Nervous System,Texas,2015.0,65-74 years,White,female,113,836733.0
Brain and Other Nervous System,Texas,2015.0,75-84 years,White,female,86,445955.0
Brain and Other Nervous System,Texas,2015.0,85+ years,White,female,35,204597.0
Brain and Other Nervous System,Texas,2015.0,< 5 years,White,female,35,700055.0
Brain and Other Nervous System,Texas,2016.0,10-14 years,White,female,32,721614.0
Brain and Other Nervous System,Texas,2016.0,25-29 years,White,female,18,716677.0
Brain and Other Nervous System,Texas,2016.0,30-34 years,White,female,31,712274.0
Brain and Other Nervous System,Texas,2016.0,35-44 years,White,female,52,1344086.0
Brain and Other Nervous System,Texas,2016.0,45-54 years,White,female,87,1311459.0
Brain and Other Nervous System,Texas,2016.0,5-9 years,White,female,27,711706.0
Brain and Other Nervous System,Texas,2016.0,55-64 years,White,female,131,1243749.0
Brain and Other Nervous System,Texas,2016.0,65-74 years,White,female,161,865323.0
Brain and Other Nervous System,Texas,2016.0,75-84 years,White,female,96,459090.0
Brain and Other Nervous System,Texas,2016.0,85+ years,White,female,18,207827.0
Brain and Other Nervous System,Texas,2016.0,< 5 years,White,female,34,704025.0
Brain and Other Nervous System,Virginia,2012.0,45-54 years,White,female,18,428367.0
Brain and Other Nervous System,Virginia,2012.0,55-64 years,White,female,44,387574.0
Brain and Other Nervous System,Virginia,2012.0,65-74 years,White,female,44,254609.0
Brain and Other Nervous System,Virginia,2012.0,75-84 years,White,female,21,143712.0
Brain and Other Nervous System,Virginia,2013.0,45-54 years,White,female,17,424311.0
Brain and Other Nervous System,Virginia,2013.0,55-64 years,White,female,28,392727.0
Brain and Other Nervous System,Virginia,2013.0,65-74 years,White,female,50,267722.0
Brain and Other Nervous System,Virginia,2014.0,55-64 years,White,female,47,394902.0
Brain and Other Nervous System,Virginia,2014.0,65-74 years,White,female,28,280055.0
Brain and Other Nervous System,Virginia,2015.0,55-64 years,White,female,41,397436.0
Brain and Other Nervous System,Virginia,2015.0,65-74 years,White,female,46,289860.0
Brain and Other Nervous System,Virginia,2015.0,75-84 years,White,female,16,150777.0
Brain and Other Nervous System,Virginia,2016.0,55-64 years,White,female,33,403864.0
Brain and Other Nervous System,Virginia,2016.0,65-74 years,White,female,51,300946.0
Brain and Other Nervous System,Virginia,2016.0,75-84 years,White,female,18,156005.0
Brain and Other Nervous System,Washington,2012.0,45-54 years,White,female,16,395258.0
Brain and Other Nervous System,Washington,2012.0,55-64 years,White,female,57,388198.0
Brain and Other Nervous System,Washington,2012.0,65-74 years,White,female,25,238555.0
Brain and Other Nervous System,Washington,2013.0,45-54 years,White,female,16,384862.0
Brain and Other Nervous System,Washington,2013.0,55-64 years,White,female,50,391204.0
Brain and Other Nervous System,Washington,2013.0,65-74 years,White,female,48,254806.0
Brain and Other Nervous System,Washington,2014.0,55-64 years,White,female,43,394542.0
Brain and Other Nervous System,Washington,2014.0,65-74 years,White,female,25,268556.0
Brain and Other Nervous System,Washington,2014.0,75-84 years,White,female,23,133287.0
Brain and Other Nervous System,Washington,2015.0,45-54 years,White,female,17,375685.0
Brain and Other Nervous System,Washington,2015.0,55-64 years,White,female,39,400740.0
Brain and Other Nervous System,Washington,2015.0,65-74 years,White,female,47,281687.0
Brain and Other Nervous System,Washington,2015.0,75-84 years,White,female,17,135212.0
