Leading Cancer Sites,States,Year,Age Groups,Race,Gender,Count
Brain and Other Nervous System,Oregon,2013.0,55-64 years,White,female,20.0
Brain and Other Nervous System,Oregon,2013.0,75-84 years,White,female,22.0
Brain and Other Nervous System,Oregon,2014.0,45-54 years,White,female,18.0
Brain and Other Nervous System,Oregon,2014.0,85+ years,White,female,19.0
Brain and Other Nervous System,Oregon,2015.0,65-74 years,White,female,16.0
Brain and Other Nervous System,Oregon,2016.0,65-74 years,White,female,24.0
Brain and Other Nervous System,Pennsylvania,2012.0,35-44 years,White,female,18.0
Brain and Other Nervous System,Pennsylvania,2012.0,45-54 years,White,female,46.0
Brain and Other Nervous System,Pennsylvania,2012.0,55-64 years,White,female,84.0
Brain and Other Nervous System,Pennsylvania,2012.0,65-74 years,White,female,78.0
Brain and Other Nervous System,Pennsylvania,2012.0,75-84 years,White,female,80.0
Brain and Other Nervous System,Pennsylvania,2012.0,85+ years,White,female,37.0
Brain and Other Nervous System,Pennsylvania,2013.0,45-54 years,White,female,47.0
Brain and Other Nervous System,Pennsylvania,2013.0,55-64 years,White,female,97.0
Brain and Other Nervous System,Pennsylvania,2013.0,65-74 years,White,female,95.0
Brain and Other Nervous System,Pennsylvania,2013.0,75-84 years,White,female,71.0
Brain and Other Nervous System,Pennsylvania,2013.0,85+ years,White,female,44.0
Brain and Other Nervous System,Pennsylvania,2014.0,45-54 years,White,female,49.0
Brain and Other Nervous System,Pennsylvania,2014.0,55-64 years,White,female,91.0
Brain and Other Nervous System,Pennsylvania,2014.0,65-74 years,White,female,85.0
Brain and Other Nervous System,Pennsylvania,2014.0,75-84 years,White,female,53.0
Brain and Other Nervous System,Pennsylvania,2014.0,85+ years,White,female,44.0
Brain and Other Nervous System,Pennsylvania,2015.0,45-54 years,White,female,45.0
Brain and Other Nervous System,Pennsylvania,2015.0,55-64 years,White,female,98.0
Brain and Other Nervous System,Pennsylvania,2015.0,65-74 years,White,female,90.0
Brain and Other Nervous System,Pennsylvania,2015.0,75-84 years,White,female,75.0
Brain and Other Nervous System,Pennsylvania,2015.0,85+ years,White,female,37.0
Brain and Other Nervous System,Pennsylvania,2016.0,35-44 years,White,female,17.0
Brain and Other Nervous System,Pennsylvania,2016.0,45-54 years,White,female,32.0
Brain and Other Nervous System,Pennsylvania,2016.0,55-64 years,White,female,70.0
Brain and Other Nervous System,Pennsylvania,2016.0,65-74 years,White,female,98.0
Brain and Other Nervous System,Pennsylvania,2016.0,75-84 years,White,female,69.0
Brain and Other Nervous System,Pennsylvania,2016.0,85+ years,White,female,30.0
Brain and Other Nervous System,South Carolina,2012.0,55-64 years,White,female,16.0
Brain and Other Nervous System,South Carolina,2013.0,65-74 years,White,female,32.0
Brain and Other Nervous System,South Carolina,2014.0,55-64 years,White,female,17.0
Brain and Other Nervous System,South Carolina,2014.0,65-74 years,White,female,16.0
Brain and Other Nervous System,South Carolina,2015.0,55-64 years,White,female,34.0
Brain and Other Nervous System,South Carolina,2015.0,75-84 years,White,female,17.0
Brain and Other Nervous System,South Carolina,2016.0,55-64 years,White,female,16.0
Brain and Other Nervous System,South Carolina,2016.0,65-74 years,White,female,19.0
Brain and Other Nervous System,Tennessee,2012.0,55-64 years,White,female,49.0
Brain and Other Nervous System,Tennessee,2012.0,75-84 years,White,female,16.0
Brain and Other Nervous System,Tennessee,2012.0,85+ years,White,female,16.0
Brain and Other Nervous System,Tennessee,2013.0,55-64 years,White,female,39.0
Brain and Other Nervous System,Tennessee,2013.0,65-74 years,White,female,20.0
Brain and Other Nervous System,Tennessee,2013.0,85+ years,White,female,21.0
Brain and Other Nervous System,Tennessee,2014.0,55-64 years,White,female,16.0
Brain and Other Nervous System,Tennessee,2014.0,65-74 years,White,female,41.0
Brain and Other Nervous System,Tennessee,2014.0,75-84 years,White,female,22.0
Brain and Other Nervous System,Tennessee,2015.0,55-64 years,White,female,32.0
Brain and Other Nervous System,Tennessee,2015.0,65-74 years,White,female,43.0
Brain and Other Nervous System,Tennessee,2016.0,55-64 years,White,female,50.0
Brain and Other Nervous System,Tennessee,2016.0,65-74 years,White,female,41.0
Brain and Other Nervous System,Tennessee,2016.0,75-84 years,White,female,16.0
Brain and Other Nervous System,Texas,2012.0,20-24 years,White,female,19.0
Brain and Other Nervous System,Texas,2012.0,25-29 years,White,female,22.0
Brain and Other Nervous System,Texas,2012.0,30-34 years,White,female,22.0
Brain and Other Nervous System,Texas,2012.0,35-44 years,White,female,53.0
Brain and Other Nervous System,Texas,2012.0,45-54 years,White,female,68.0
Brain and Other Nervous System,Texas,2012.0,5-9 years,White,female,31.0
Brain and Other Nervous System,Texas,2012.0,55-64 years,White,female,110.0
Brain and Other Nervous System,Texas,2012.0,65-74 years,White,female,116.0
Brain and Other Nervous System,Texas,2012.0,75-84 years,White,female,83.0
Brain and Other Nervous System,Texas,2012.0,85+ years,White,female,35.0
Brain and Other Nervous System,Texas,2012.0,< 5 years,White,female,36.0
Brain and Other Nervous System,Texas,2013.0,10-14 years,White,female,25.0
Brain and Other Nervous System,Texas,2013.0,15-19 years,White,female,18.0
Brain and Other Nervous System,Texas,2013.0,20-24 years,White,female,23.0
Brain and Other Nervous System,Texas,2013.0,25-29 years,White,female,21.0
Brain and Other Nervous System,Texas,2013.0,30-34 years,White,female,23.0
Brain and Other Nervous System,Texas,2013.0,35-44 years,White,female,53.0
Brain and Other Nervous System,Texas,2013.0,45-54 years,White,female,74.0
Brain and Other Nervous System,Texas,2013.0,5-9 years,White,female,29.0
Brain and Other Nervous System,Texas,2013.0,55-64 years,White,female,124.0
Brain and Other Nervous System,Texas,2013.0,65-74 years,White,female,112.0
Brain and Other Nervous System,Texas,2013.0,75-84 years,White,female,96.0
Brain and Other Nervous System,Texas,2013.0,85+ years,White,female,32.0
Brain and Other Nervous System,Texas,2013.0,< 5 years,White,female,30.0
Brain and Other Nervous System,Texas,2014.0,10-14 years,White,female,26.0
Brain and Other Nervous System,Texas,2014.0,20-24 years,White,female,17.0
Brain and Other Nervous System,Texas,2014.0,25-29 years,White,female,19.0
Brain and Other Nervous System,Texas,2014.0,30-34 years,White,female,25.0
Brain and Other Nervous System,Texas,2014.0,35-44 years,White,female,30.0
Brain and Other Nervous System,Texas,2014.0,45-54 years,White,female,73.0
Brain and Other Nervous System,Texas,2014.0,5-9 years,White,female,30.0
Brain and Other Nervous System,Texas,2014.0,55-64 years,White,female,115.0
Brain and Other Nervous System,Texas,2014.0,65-74 years,White,female,134.0
Brain and Other Nervous System,Texas,2014.0,75-84 years,White,female,70.0
Brain and Other Nervous System,Texas,2014.0,85+ years,White,female,38.0
Brain and Other Nervous System,Texas,2014.0,< 5 years,White,female,31.0
Brain and Other Nervous System,Texas,2015.0,15-19 years,White,female,18.0
Brain and Other Nervous System,Texas,2015.0,25-29 years,White,female,19.0
Brain and Other Nervous System,Texas,2015.0,30-34 years,White,female,27.0
Brain and Other Nervous System,Texas,2015.0,35-44 years,White,female,64.0
Brain and Other Nervous System,Texas,2015.0,45-54 years,White,female,78.0
Brain and Other Nervous System,Texas,2015.0,5-9 years,White,female,37.0
Brain and Other Nervous System,Texas,2015.0,55-64 years,White,female,137.0
Brain and Other Nervous System,Texas,2015.0,65-74 years,White,female,113.0
Brain and Other Nervous System,Texas,2015.0,75-84 years,White,female,86.0
Brain and Other Nervous System,Texas,2015.0,85+ years,White,female,35.0
Brain and Other Nervous System,Texas,2015.0,< 5 years,White,female,35.0
Brain and Other Nervous System,Texas,2016.0,10-14 years,White,female,32.0
Brain and Other Nervous System,Texas,2016.0,25-29 years,White,female,18.0
Brain and Other Nervous System,Texas,2016.0,30-34 years,White,female,31.0
Brain and Other Nervous System,Texas,2016.0,35-44 years,White,female,52.0
Brain and Other Nervous System,Texas,2016.0,45-54 years,White,female,87.0
Brain and Other Nervous System,Texas,2016.0,5-9 years,White,female,27.0
Brain and Other Nervous System,Texas,2016.0,55-64 years,White,female,131.0
Brain and Other Nervous System,Texas,2016.0,65-74 years,White,female,161.0
Brain and Other Nervous System,Texas,2016.0,75-84 years,White,female,96.0
Brain and Other Nervous System,Texas,2016.0,85+ years,White,female,18.0
Brain and Other Nervous System,Texas,2016.0,< 5 years,White,female,34.0
Brain and Other Nervous System,Virginia,2012.0,45-54 years,White,female,18.0
Brain and Other Nervous System,Virginia,2012.0,55-64 years,White,female,44.0
Brain and Other Nervous System,Virginia,2012.0,65-74 years,White,female,44.0
Brain and Other Nervous System,Virginia,2012.0,75-84 years,White,female,21.0
Brain and Other Nervous System,Virginia,2013.0,45-54 years,White,female,17.0
Brain and Other Nervous System,Virginia,2013.0,55-64 years,White,female,28.0
Brain and Other Nervous System,Virginia,2013.0,65-74 years,White,female,50.0
Brain and Other Nervous System,Virginia,2014.0,55-64 years,White,female,47.0
Brain and Other Nervous System,Virginia,2014.0,65-74 years,White,female,28.0
Brain and Other Nervous System,Virginia,2015.0,55-64 years,White,female,41.0
Brain and Other Nervous System,Virginia,2015.0,65-74 years,White,female,46.0
Brain and Other Nervous System,Virginia,2015.0,75-84 years,White,female,16.0
Brain and Other Nervous System,Virginia,2016.0,55-64 years,White,female,33.0
Brain and Other Nervous System,Virginia,2016.0,65-74 years,White,female,51.0
Brain and Other Nervous System,Virginia,2016.0,75-84 years,White,female,18.0
Brain and Other Nervous System,Washington,2012.0,45-54 years,White,female,16.0
Brain and Other Nervous System,Washington,2012.0,55-64 years,White,female,57.0
Brain and Other Nervous System,Washington,2012.0,65-74 years,White,female,25.0
Brain and Other Nervous System,Washington,2013.0,45-54 years,White,female,16.0
Brain and Other Nervous System,Washington,2013.0,55-64 years,White,female,50.0
Brain and Other Nervous System,Washington,2013.0,65-74 years,White,female,48.0
Brain and Other Nervous System,Washington,2014.0,55-64 years,White,female,43.0
Brain and Other Nervous System,Washington,2014.0,65-74 years,White,female,25.0
Brain and Other Nervous System,Washington,2014.0,75-84 years,White,female,23.0
Brain and Other Nervous System,Washington,2015.0,45-54 years,White,female,17.0
Brain and Other Nervous System,Washington,2015.0,55-64 years,White,female,39.0
Brain and Other Nervous System,Washington,2015.0,65-74 years,White,female,47.0
Brain and Other Nervous System,Washington,2015.0,75-84 years,White,female,17.0
Brain and Other Nervous System,Washington,2016.0,45-54 years,White,female,17.0
Brain and Other Nervous System,Washington,2016.0,55-64 years,White,female,22.0
Brain and Other Nervous System,Washington,2016.0,65-74 years,White,female,48.0
Brain and Other Nervous System,Washington,2016.0,75-84 years,White,female,16.0
Brain and Other Nervous System,Wisconsin,2012.0,45-54 years,White,female,16.0
Brain and Other Nervous System,Wisconsin,2012.0,55-64 years,White,female,36.0
Brain and Other Nervous System,Wisconsin,2012.0,65-74 years,White,female,40.0
Brain and Other Nervous System,Wisconsin,2012.0,75-84 years,White,female,16.0
Brain and Other Nervous System,Wisconsin,2013.0,55-64 years,White,female,41.0
Brain and Other Nervous System,Wisconsin,2013.0,65-74 years,White,female,43.0
Brain and Other Nervous System,Wisconsin,2013.0,75-84 years,White,female,24.0
Brain and Other Nervous System,Wisconsin,2014.0,45-54 years,White,female,16.0
Brain and Other Nervous System,Wisconsin,2014.0,65-74 years,White,female,41.0
Brain and Other Nervous System,Wisconsin,2014.0,85+ years,White,female,16.0
Brain and Other Nervous System,Wisconsin,2015.0,55-64 years,White,female,38.0
Brain and Other Nervous System,Wisconsin,2015.0,65-74 years,White,female,40.0
Brain and Other Nervous System,Wisconsin,2016.0,55-64 years,White,female,24.0
Brain and Other Nervous System,Wisconsin,2016.0,65-74 years,White,female,23.0
Brain and Other Nervous System,Wisconsin,2016.0,75-84 years,White,female,18.0
Breast,Alabama,2012.0,30-34 years,Black or African American,female,17.0
Breast,Alabama,2012.0,30-34 years,White,female,25.0
Breast,Alabama,2012.0,35-44 years,Black or African American,female,88.0
Breast,Alabama,2012.0,35-44 years,White,female,177.0
Breast,Alabama,2012.0,45-54 years,Black or African American,female,206.0
Breast,Alabama,2012.0,45-54 years,White,female,504.0
Breast,Alabama,2012.0,55-64 years,Black or African American,female,240.0
Breast,Alabama,2012.0,55-64 years,White,female,649.0
Breast,Alabama,2012.0,65-74 years,Black or African American,female,178.0
Breast,Alabama,2012.0,65-74 years,White,female,706.0
Breast,Alabama,2012.0,75-84 years,Black or African American,female,71.0
Breast,Alabama,2012.0,75-84 years,White,female,437.0
Breast,Alabama,2012.0,85+ years,Black or African American,female,36.0
Breast,Alabama,2012.0,85+ years,White,female,149.0
Breast,Alabama,2013.0,25-29 years,White,female,16.0
Breast,Alabama,2013.0,30-34 years,Black or African American,female,24.0
Breast,Alabama,2013.0,30-34 years,White,female,31.0
Breast,Alabama,2013.0,35-44 years,Black or African American,female,89.0
Breast,Alabama,2013.0,35-44 years,White,female,183.0
Breast,Alabama,2013.0,45-54 years,Black or African American,female,185.0
Breast,Alabama,2013.0,45-54 years,White,female,451.0
Breast,Alabama,2013.0,55-64 years,Black or African American,female,278.0
Breast,Alabama,2013.0,55-64 years,White,female,688.0
Breast,Alabama,2013.0,65-74 years,Black or African American,female,177.0
Breast,Alabama,2013.0,65-74 years,White,female,766.0
Breast,Alabama,2013.0,75-84 years,Black or African American,female,104.0
Breast,Alabama,2013.0,75-84 years,White,female,456.0
Breast,Alabama,2013.0,85+ years,Black or African American,female,27.0
Breast,Alabama,2013.0,85+ years,White,female,141.0
Breast,Alabama,2014.0,30-34 years,Black or African American,female,22.0
Breast,Alabama,2014.0,30-34 years,White,female,21.0
Breast,Alabama,2014.0,35-44 years,Black or African American,female,94.0
Breast,Alabama,2014.0,35-44 years,White,female,195.0
Breast,Alabama,2014.0,45-54 years,Black or African American,female,177.0
Breast,Alabama,2014.0,45-54 years,White,female,452.0
Breast,Alabama,2014.0,55-64 years,Black or African American,female,300.0
